upc,title,category,price,currency,rating_1_to_5,in_stock,stock_count,source_url,scraped_at_utc
4c28def39d850cdf,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Nonfiction,40.3,GBP,5,yes,18,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,2026-09-17T11:10:29Z
ccd9ffa25efabdea,Wall and Piece,Art,44.18,GBP,4,yes,18,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,2026-09-17T11:10:30Z
6258a1f6a6dcfe50,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,GBP,5,yes,18,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,2026-09-17T11:10:31Z
3c039985229453bf,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Nonfiction,31.05,GBP,3,yes,18,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,2026-09-17T11:10:32Z
5dada2b7be26bd03,The Elephant Tree,Thriller,23.82,GBP,5,yes,18,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,2026-09-17T11:10:33Z
9f6568e9c95f60b0,The Bear and the Piano,Childrens,36.89,GBP,1,yes,18,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,2026-09-17T11:10:35Z
6be3beb0793a53e7,Sophie's World,Philosophy,15.94,GBP,5,yes,18,https://books.toscrape.com/catalogue/sophies-world_966/index.html,2026-09-17T11:10:36Z
668fe56b17cfcd4f,Penny Maybe,Default,33.29,GBP,3,yes,18,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,2026-09-17T11:10:37Z
094b269567e1c300,Maude (1883-1993):She Grew Up with the country,Default,18.02,GBP,2,yes,18,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2026-09-17T11:10:38Z
19ed25f4641d5efd,"In a Dark, Dark Wood",Mystery,19.63,GBP,1,yes,18,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,2026-09-17T11:10:39Z
be5cc846f45496fb,Behind Closed Doors,Thriller,52.22,GBP,4,yes,18,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,2026-09-17T11:10:40Z
55f9da0c5eea2e10,You can't bury them all: Poems,Poetry,33.63,GBP,2,yes,17,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,2026-09-17T11:10:41Z
b4fd5943413e089a,Slow States of Collapse: Poems,Poetry,57.31,GBP,3,yes,17,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,2026-09-17T11:10:44Z
c8f7f0cb1abb9cac,Reasons to Stay Alive,Nonfiction,26.41,GBP,2,yes,17,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,2026-09-17T11:10:45Z
b12b89017878a60d,Private Paris (Private #10),Fiction,47.61,GBP,5,yes,17,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,2026-09-17T11:10:46Z
c27f6e1f185b0383,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Nonfiction,23.11,GBP,5,yes,17,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,2026-09-17T11:10:47Z
acddfeab2a407640,Without Borders (Wanderlove #1),New Adult,45.07,GBP,2,yes,16,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,2026-09-17T11:10:48Z
3ecb690d1542c568,When We Collided,Contemporary,31.77,GBP,1,yes,16,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,2026-09-17T11:10:50Z
8d455c7539795d2a,"We Love You, Charlie Freeman",Fiction,50.27,GBP,5,yes,16,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,2026-09-17T11:10:51Z
657fe5ead67a7767,Untitled Collection: Sabbath Poems 2014,Poetry,14.27,GBP,4,yes,16,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,2026-09-17T11:10:52Z
d170b5a0da46380e,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Nonfiction,44.18,GBP,4,yes,16,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,2026-09-17T11:10:53Z
7ae099f3898e0209,Unicorn Tracks,Fantasy,18.78,GBP,3,yes,16,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,2026-09-17T11:10:54Z
9a9d6e9bc555731e,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,GBP,1,yes,16,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,2026-09-17T11:10:55Z
09555be379ad9253,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,16.28,GBP,1,yes,16,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,2026-09-17T11:10:56Z
7858914fad68493c,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,GBP,3,yes,16,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,2026-09-17T11:10:58Z
51653ef291ab7ddc,This One Summer,Sequential Art,19.49,GBP,4,yes,16,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,2026-09-17T11:10:59Z
709822d0b5bcb7f4,Thirst,Fiction,17.27,GBP,5,yes,16,https://books.toscrape.com/catalogue/thirst_946/index.html,2026-09-17T11:11:00Z
4eed62cf5f8d8edf,The Torch Is Passed: A Harding Family Story,Add a comment,19.09,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,2026-09-17T11:11:01Z
b5ea0b5dabed25a8,The Secret of Dreadwillow Carse,Childrens,56.13,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,2026-09-17T11:11:02Z
142d767a56a9254d,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,2026-09-17T11:11:03Z
5ee94540d0749ea0,The Past Never Ends,Mystery,56.5,GBP,4,yes,16,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,2026-09-17T11:11:04Z
cedf82b5086e4691,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,GBP,3,yes,16,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,2026-09-17T11:11:06Z
7d385d34d12e60ff,The Nameless City (The Nameless City #1),Sequential Art,38.16,GBP,4,yes,16,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,2026-09-17T11:11:08Z
d01ac97e2b8947c2,The Murder That Never Was (Forensic Instincts #5),Fiction,54.11,GBP,3,yes,16,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,2026-09-17T11:11:09Z
aadee1c326d286e3,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,42.96,GBP,4,yes,16,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,2026-09-17T11:11:10Z
31075275518532d7,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89,GBP,4,yes,16,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,2026-09-17T11:11:11Z
0da9aa9d24677fc0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Nonfiction,16.77,GBP,3,yes,16,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,2026-09-17T11:11:13Z
8c9e6bf2467d740d,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,20.59,GBP,5,yes,16,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,2026-09-17T11:11:14Z
acd86a5426e21ca0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,37.13,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,2026-09-17T11:11:15Z
a30b270e25489e5c,The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,56.06,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,2026-09-17T11:11:16Z
bd261725b99f5983,The Death of Humanity: and the Case for Life,Philosophy,58.11,GBP,4,yes,16,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,2026-09-17T11:11:17Z
43c6a960757cf559,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,GBP,3,yes,16,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,2026-09-17T11:11:18Z
80cfab6bcff3a244,The Art Forger,Add a comment,40.76,GBP,3,yes,16,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,2026-09-17T11:11:19Z
a3d2a4250807f1e9,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73,GBP,1,yes,16,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,2026-09-17T11:11:21Z
7d6d2a6c0276f81b,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,GBP,5,yes,16,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,2026-09-17T11:11:22Z
87b0615b6e1f4d7b,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,41.83,GBP,4,yes,16,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,2026-09-17T11:11:23Z
e6af5bf1163c1151,Soul Reader,Default,39.58,GBP,2,yes,16,https://books.toscrape.com/catalogue/soul-reader_926/index.html,2026-09-17T11:11:24Z
6f78a0d744c35456,Security,Horror,39.25,GBP,2,yes,16,https://books.toscrape.com/catalogue/security_925/index.html,2026-09-17T11:11:25Z
c849f0b2f5d6a742,"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,25.02,GBP,3,yes,16,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,2026-09-17T11:11:26Z
53a3d11bb568cc8b,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,51.04,GBP,2,yes,16,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,2026-09-17T11:11:27Z
d7310206583a54b6,Reskilling America: Learning to Labor in the Twenty-First Century,Nonfiction,19.83,GBP,2,yes,16,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,2026-09-17T11:11:29Z
c82a3e358c773c73,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,50.4,GBP,3,yes,16,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,2026-09-17T11:11:30Z
0fa6dceead7ce47a,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,13.61,GBP,5,yes,16,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,2026-09-17T11:11:33Z
0e691eda369f4e09,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,13.34,GBP,5,yes,16,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,2026-09-17T11:11:34Z
e80f8e518b300dfe,"Pop Gun War, Volume 1: Gift",Sequential Art,18.97,GBP,1,yes,16,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,2026-09-17T11:11:35Z
7392c0032f92d816,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,36.28,GBP,2,yes,16,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,2026-09-17T11:11:36Z
9429b4d59c537af5,Patience,Sequential Art,10.16,GBP,3,yes,16,https://books.toscrape.com/catalogue/patience_916/index.html,2026-09-17T11:11:37Z
889139b8e9c4cb36,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,15.44,GBP,4,yes,16,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,2026-09-17T11:11:38Z
11809b1d323b3057,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41,GBP,1,yes,16,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,2026-09-17T11:11:40Z
9ffa38d3b832433a,Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,GBP,1,yes,16,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,2026-09-17T11:11:41Z
b757c0c361e689ce,On a Midnight Clear,Add a comment,14.07,GBP,3,yes,16,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,2026-09-17T11:11:42Z
3c346ab1e76ae1f6,Obsidian (Lux #1),Young Adult,14.86,GBP,2,yes,16,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,2026-09-17T11:11:43Z
784bc2279baa878d,My Paris Kitchen: Recipes and Stories,Food and Drink,33.37,GBP,2,yes,16,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,2026-09-17T11:11:44Z
fa9610a50a1bf149,Masks and Shadows,Fantasy,56.4,GBP,2,yes,16,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,2026-09-17T11:11:45Z
72f9d5be3472d34e,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Food and Drink,14.02,GBP,4,yes,16,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,2026-09-17T11:11:46Z
460089f796fb3f82,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,46.91,GBP,2,yes,16,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,2026-09-17T11:11:47Z
b6ee99bcf06fc91f,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,45.61,GBP,3,yes,16,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,2026-09-17T11:11:49Z
57e5a4d515c8ce44,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,19.92,GBP,2,yes,16,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,2026-09-17T11:11:50Z
7b75cc7f223791f4,"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,40.11,GBP,1,yes,16,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,2026-09-17T11:11:51Z
228f74b74f3a08ae,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,53.9,GBP,2,yes,16,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,2026-09-17T11:11:52Z
18ad3ed896c7ce05,Join,Science Fiction,35.67,GBP,5,yes,16,https://books.toscrape.com/catalogue/join_902/index.html,2026-09-17T11:11:53Z
b136b1b180ca753a,In the Country We Love: My Family Divided,Nonfiction,22.0,GBP,4,yes,16,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,2026-09-17T11:11:54Z
e4f74c16de34d440,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,57.36,GBP,5,yes,16,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,2026-09-17T11:11:57Z
8d4eefad7a2b3915,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,29.17,GBP,2,yes,16,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,2026-09-17T11:11:58Z
1c89ae5bb804e4de,I am a Hero Omnibus Volume 1,Sequential Art,54.63,GBP,3,yes,16,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,2026-09-17T11:11:59Z
a6f99b9e687f9d46,How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,GBP,1,yes,16,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,2026-09-17T11:12:00Z
2a97cffe61c3c4c7,Her Backup Boyfriend (The Sorensen Family #1),Romance,33.97,GBP,1,yes,16,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,2026-09-17T11:12:01Z
f2df3bb043a8abb0,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,22.11,GBP,2,yes,16,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,2026-09-17T11:12:02Z
9beb96a2300109d7,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,29.69,GBP,3,yes,16,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,2026-09-17T11:12:03Z
9e28048cea8d41f7,First and First (Five Boroughs #3),Romance,15.97,GBP,4,yes,16,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,2026-09-17T11:12:05Z
7add3f8e49ec0826,Fifty Shades Darker (Fifty Shades #2),Romance,21.96,GBP,1,yes,16,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,2026-09-17T11:12:06Z
311c0dd0e354a33e,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,54.35,GBP,2,yes,16,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,2026-09-17T11:12:07Z
fce19f9b4a943f22,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,37.97,GBP,2,yes,16,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,2026-09-17T11:12:08Z
09b6cc87e62c2c58,Danganronpa Volume 1,Sequential Art,51.99,GBP,4,yes,16,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,2026-09-17T11:12:09Z
7267864328ae8b9d,Crown of Midnight (Throne of Glass #2),Fantasy,43.29,GBP,3,yes,16,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,2026-09-17T11:12:10Z
8754c83ab2a7ae71,"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,36.72,GBP,4,yes,16,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,2026-09-17T11:12:11Z
7b599c8bfcdd8d30,Camp Midnight,Sequential Art,17.08,GBP,4,yes,16,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,2026-09-17T11:12:13Z
bee3672891cca906,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,29.14,GBP,5,yes,16,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,2026-09-17T11:12:14Z
5ceb951f629700a2,Burning,Young Adult,28.81,GBP,3,yes,16,https://books.toscrape.com/catalogue/burning_884/index.html,2026-09-17T11:12:15Z
74baabfc8fd84b38,Bossypants,Default,49.46,GBP,2,yes,16,https://books.toscrape.com/catalogue/bossypants_883/index.html,2026-09-17T11:12:16Z
bdf415fd484ea8a7,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,37.92,GBP,2,yes,16,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,2026-09-17T11:12:17Z
6d5300b2d8f37e07,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,28.09,GBP,2,yes,16,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,2026-09-17T11:12:18Z
38d45839cb1c83c1,Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,30.81,GBP,1,yes,16,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,2026-09-17T11:12:21Z
